"year"|"conflictid_old"|"conflictid_new"|"actor"|"actorid"|"actorid_new"|"actor_type"|"incomp"|"region"|"gwnoloc"|"gwnoloc2"|"gwnoloc3"|"gwnoloc4"|"conflictyear"|"interm"|"postc"|"state_prev"|"ai_prev"|"hrw_prev"|"form"|"country"|"conflict_type"
2008|159|354|"Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2009|159|354|"Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2010|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2011|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2012|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2013|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|NA|0|"-99"|"Turkey"|"intra"
2014|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|0|1|0|0|0|0|"-99"|"Turkey"|"intra"
2015|159|354|"Government of Turkey"|640|115|1|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1989|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1990|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1991|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1992|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1993|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1994|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1995|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1996|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1997|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1998|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1999|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2000|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2001|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2002|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2003|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2004|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2005|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2006|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2007|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2008|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2009|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2010|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2011|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2012|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
2013|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|NA|0|"-99"|"Turkey"|"intra"
2014|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|0|1|0|0|0|0|"-99"|"Turkey"|"intra"
2015|159|354|"PKK"|1166|323|3|1|2|640|0|0|0|1|0|0|0|0|0|"-99"|"Turkey"|"intra"
1989|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|1|0|0|0|0|NA|"-99"|"Comoros"|"intra"
1990|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1991|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1992|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1993|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1994|167|362|"Comoros"|581|107|1|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1989|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|1|0|0|0|0|NA|"-99"|"Comoros"|"intra"
1990|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1991|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1992|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1993|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1994|167|362|"Presidential guard"|1370|518|3|2|4|581|0|0|0|0|0|1|0|0|NA|"-99"|"Comoros"|"intra"
1996|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|1|0|0|0|0|0|"-99"|"Ethiopia"|"intra"
1997|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1998|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1999|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
2000|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
2001|168|363|"Ethiopia"|530|97|1|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1996|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|1|0|0|0|0|0|"-99"|"Ethiopia"|"intra"
1997|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1998|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1999|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
2000|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
2001|168|363|"ARDUF"|1372|520|3|1|4|530|0|0|0|0|0|1|0|0|0|"-99"|"Ethiopia"|"intra"
1989|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
1990|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|2|2|"1, 7"|"India"|"intra"
1991|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|2|"1, 7"|"India"|"intra"
1992|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|1|"1, 7"|"India"|"intra"
1993|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|1|"1, 7"|"India"|"intra"
1994|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|2|1|"1, 7"|"India"|"intra"
1995|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|1|"7"|"India"|"intra"
1996|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|1|1|"1, 7"|"India"|"intra"
1997|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|2|1|"1"|"India"|"intra"
1998|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|1|"1, 7"|"India"|"intra"
1999|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2000|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1, 7"|"India"|"intra"
2001|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1, 7"|"India"|"intra"
2002|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2003|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|NA|"1, 7"|"India"|"intra"
2004|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|1|0|"1, 7"|"India"|"intra"
2005|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|1|0|"1, 7"|"India"|"intra"
2006|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2007|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1, 3"|"India"|"intra"
2008|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|0|0|"1"|"India"|"intra"
2009|169|364|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|0|"1, 7"|"India"|"intra"
2010|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2011|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2012|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2013|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|NA|0|"-99"|"India"|"intra"
2014|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2015|169|364|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1989|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
1990|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|1|"1"|"India"|"intra"
1991|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|1|"1"|"India"|"intra"
1992|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|1|1|"1"|"India"|"intra"
1993|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|1|"1"|"India"|"intra"
1994|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
1995|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1996|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1998|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2000|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2001|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2002|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2003|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|NA|"1"|"India"|"intra"
2004|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2005|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2006|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2007|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2008|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2009|169|364|"Kashmir Insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2010|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2011|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2012|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2013|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|NA|0|"-99"|"India"|"intra"
2014|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2015|169|364|"Kashmir insurgents"|1168|325|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1990|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|1|NA|"1"|"India"|"intra"
1991|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|2|2|2|"1, 7"|"India"|"intra"
1992|170|365|"India"|750|141|1|2|3|750|0|0|0|0|1|0|1|0|0|"1"|"India"|"intra"
1993|170|365|"India"|750|141|1|2|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1994|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1995|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1996|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|1|"1"|"India"|"intra"
1998|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2000|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2002|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2003|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
2004|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2005|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|1|0|0|"1"|"India"|"intra"
2006|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2007|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2008|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2009|170|365|"India"|750|141|1|2|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2010|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2011|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2012|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2013|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|0|0|1|0|NA|0|"-99"|"India"|"intra"
2014|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2015|170|365|"Government of India"|750|141|1|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
1990|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
1991|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1992|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1993|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|1|0|0|0|0|"-99"|"India"|"intra"
1994|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1995|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1996|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1997|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1998|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
1999|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2000|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2001|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2002|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2003|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|NA|"-99"|"India"|"intra"
2004|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2005|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2006|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2007|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2008|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2009|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2010|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|1|0|0|0|0|0|"-99"|"India"|"intra"
2011|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2012|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2013|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|0|1|0|NA|0|"-99"|"India"|"intra"
2014|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
2015|170|365|"ULFA"|1169|326|3|1|3|750|0|0|0|0|0|1|0|0|0|"-99"|"India"|"intra"
1990|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|0|1|0|"1, 7"|"Indonesia"|"intra"
1991|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|0|1|0|"7"|"Indonesia"|"intra"
1992|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1993|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1994|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1995|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1996|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|1|1|0|"1"|"Indonesia"|"intra"
1999|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|1|0|0|"1"|"Indonesia"|"intra"
2000|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|0|1|0|"1, 7"|"Indonesia"|"intra"
2001|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2002|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|2|0|0|"1"|"Indonesia"|"intra"
2003|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|2|1|0|"1"|"Indonesia"|"intra"
2004|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|1|0|0|"1"|"Indonesia"|"intra"
2005|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|1|0|0|1|0|0|"1"|"Indonesia"|"intra"
2006|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2007|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2008|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2009|171|366|"Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2010|171|366|"Government of Indonesia"|850|155|1|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1990|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
1991|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
1992|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1993|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1994|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1995|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1996|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1999|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2000|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2001|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2002|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|1|0|0|"1"|"Indonesia"|"intra"
2003|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2004|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2005|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|1|0|0|0|0|0|"-99"|"Indonesia"|"intra"
2006|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2007|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2008|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2009|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
2010|171|366|"GAM"|1170|327|3|1|3|850|0|0|0|0|0|1|0|0|0|"-99"|"Indonesia"|"intra"
1989|172|367|"Panama"|95|16|1|2|5|95|0|0|0|1|0|0|0|0|0|"-99"|"Panama"|"intra"
1990|172|367|"Panama"|95|16|1|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1991|172|367|"Panama"|95|16|1|2|5|95|0|0|0|0|0|1|0|0|0|"-99"|"Panama"|"intra"
1992|172|367|"Panama"|95|16|1|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1993|172|367|"Panama"|95|16|1|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1994|172|367|"Panama"|95|16|1|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1989|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|1|0|0|0|0|0|"-99"|"Panama"|"intra"
1990|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1991|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|0|0|1|0|0|0|"-99"|"Panama"|"intra"
1992|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1993|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1994|172|367|"Military faction (forces of Moisés Giroldi)"|1622|761|3|2|5|95|0|0|0|0|0|1|0|0|NA|"-99"|"Panama"|"intra"
1989|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|1|0|0|NA|0|0|"-99"|"Panama, United States of America"|"inter"
1990|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|0|0|1|NA|0|NA|"-99"|"Panama, United States of America"|"inter"
1991|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|0|0|1|NA|0|0|"-99"|"Panama, United States of America"|"inter"
1992|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|0|0|1|NA|0|0|"-99"|"Panama, United States of America"|"inter"
1993|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|0|0|1|NA|0|0|"-99"|"Panama, United States of America"|"inter"
1994|173|368|"United States of America"|2|3|1|2|5|95|2|0|0|0|0|1|NA|0|0|"-99"|"Panama, United States of America"|"inter"
1989|173|368|"Panama"|95|16|1|2|5|95|2|0|0|1|0|0|0|0|0|"-99"|"Panama, United States of America"|"inter"
1990|173|368|"Panama"|95|16|1|2|5|95|2|0|0|0|0|1|0|0|NA|"-99"|"Panama, United States of America"|"inter"
1991|173|368|"Panama"|95|16|1|2|5|95|2|0|0|0|0|1|0|0|0|"-99"|"Panama, United States of America"|"inter"
1992|173|368|"Panama"|95|16|1|2|5|95|2|0|0|0|0|1|0|0|NA|"-99"|"Panama, United States of America"|"inter"
