year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form|country
1989|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|NA|-99|India
1990|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|NA|-99|India
1991|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1992|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1993|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1995|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1996|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1998|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1999|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2000|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2001|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2002|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2003|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|NA|-99|India
2004|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2006|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2008|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2009|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2010|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2011|152|347|PLA|1157|314|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1993|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1995|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1996|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1997|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1998|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
1999|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2000|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2001|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2002|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2003|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|NA|-99|India
2004|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2005|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2006|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2007|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2008|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|1|0|0|0|0|-99|India
2009|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2011|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2012|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2013|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|0|1|0|NA|0|-99|India
2014|152|347|UNLF|1148|315|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2008|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2011|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2012|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2013|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|0|0|1|0|NA|0|-99|India
2014|152|347|KCP|1160|317|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2008|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2009|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2010|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2011|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2012|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
2013|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|0|0|1|0|NA|0|-99|India
2014|152|347|PREPAK|1161|318|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1989|156|351|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|1|0|1|India
1990|156|351|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|1|1, 7|India
1991|156|351|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|1|1, 7|India
1992|156|351|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|1|7|India
1993|156|351|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|156|351|India|750|141|1|3|2|3|750|0|0|0|0|0|1|0|1|0|1|India
1995|156|351|India|750|141|1|3|2|3|750|0|0|0|0|0|1|0|2|0|1|India
1996|156|351|India|750|141|1|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
1997|156|351|India|750|141|1|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
1998|156|351|India|750|141|1|3|2|3|750|0|0|0|0|0|1|0|0|0|-99|India
1989|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1990|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1991|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1992|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|1|0|0|0|2|0|1, 2|India
1993|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1994|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1995|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1996|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1997|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1998|156|351|Sikh insurgents|1162|319|3|3|1|3|750|0|0|0|0|0|1|0|0|0|-99|India
1989|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1990|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|NA|-99|Sri Lanka (Ceylon)
1991|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1992|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1993|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1994|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|NA|-99|Sri Lanka (Ceylon)
1995|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|1|0|1, 7|Sri Lanka (Ceylon)
1996|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|1|1|1|1|Sri Lanka (Ceylon)
1997|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|1|NA|1|Sri Lanka (Ceylon)
1998|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1999|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|1|0|0|1|Sri Lanka (Ceylon)
2000|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2001|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|1|1|1|1, 7|Sri Lanka (Ceylon)
2002|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|1|0|1|1|0|1|Sri Lanka (Ceylon)
2003|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|1|0|0|1|Sri Lanka (Ceylon)
2004|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|1|0|0|0|0|-99|Sri Lanka (Ceylon)
2005|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2006|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|1|1, 7|Sri Lanka (Ceylon)
2007|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|1|1, 7|Sri Lanka (Ceylon)
2008|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|0|1|1, 7|Sri Lanka (Ceylon)
2009|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|1|0|0|0|1|1|1, 7|Sri Lanka (Ceylon)
2010|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|0|1|1|1|3|1, 7|Sri Lanka (Ceylon)
2011|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|0|1|1|2|3|1, 7|Sri Lanka (Ceylon)
2012|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|0|1|0|0|3|1, 7|Sri Lanka (Ceylon)
2013|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|0|1|3|1|1|1, 7|Sri Lanka (Ceylon)
2014|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|780|0|0|0|0|0|1|3|2|0|1|Sri Lanka (Ceylon)
1989|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1990|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|NA|-99|Sri Lanka (Ceylon)
1991|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1992|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1993|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1994|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|NA|-99|Sri Lanka (Ceylon)
1995|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|3|0|0|1|Sri Lanka (Ceylon)
1996|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1997|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|NA|-99|Sri Lanka (Ceylon)
1998|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
1999|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2000|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2001|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2002|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|1|0|0|0|0|-99|Sri Lanka (Ceylon)
2003|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2004|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|1|0|0|0|0|-99|Sri Lanka (Ceylon)
2005|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2006|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2007|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2008|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2009|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|1|0|0|0|0|0|-99|Sri Lanka (Ceylon)
2010|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
2011|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
2012|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
2013|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
2014|157|352|LTTE|1163|320|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
1989|157|352|TELO|1164|321|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
1990|157|352|TELO|1164|321|3|3|1|3|780|0|0|0|0|0|1|0|0|NA|-99|Sri Lanka (Ceylon)
1989|157|352|EPRLF|1165|322|3|3|1|3|780|0|0|0|0|0|1|0|0|0|-99|Sri Lanka (Ceylon)
1990|157|352|EPRLF|1165|322|3|3|1|3|780|0|0|0|0|0|1|0|0|NA|-99|Sri Lanka (Ceylon)
2015|158|353|Government of Cameroon|471|83|1|4|2|4|471|0|0|0|1|0|0|0|0|NA|-99|Cameroon
2015|158|353|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|471|0|0|0|1|0|0|1|0|NA|1|Cameroon
1989|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1990|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|1|0|7|Turkey
1991|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1992|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1993|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|1|1|1, 7|Turkey
1994|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1995|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|0|0|7|Turkey
1996|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|1|0|1, 7|Turkey
1997|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|0|0|1|Turkey
1998|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|0|0|7|Turkey
1999|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|1|2|1, 7|Turkey
2000|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|1|0|7|Turkey
2001|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|1|1|1, 7|Turkey
2002|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|1|1|1|1, 7|Turkey
2003|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2004|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2005|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2006|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2007|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2008|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2009|159|354|Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2010|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2011|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2012|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2013|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|NA|0|-99|Turkey
2014|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|0|1|0|0|0|0|-99|Turkey
2015|159|354|Government of Turkey|640|115|1|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1989|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1990|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1991|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1992|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1993|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1994|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1995|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1996|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1997|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1998|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1999|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2000|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2001|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2002|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2003|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2004|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2005|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2006|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2007|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2008|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2009|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2010|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2011|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2012|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
2013|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|NA|0|-99|Turkey
2014|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|0|1|0|0|0|0|-99|Turkey
2015|159|354|PKK|1166|323|3|3|1|2|640|0|0|0|1|0|0|0|0|0|-99|Turkey
1989|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|1|0|0|0|0|NA|-99|Comoros
1990|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1991|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1992|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1993|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1994|167|362|Comoros|581|107|1|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1989|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|1|0|0|0|0|NA|-99|Comoros
1990|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1991|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1992|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1993|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1994|167|362|Presidential guard|1370|518|3|3|2|4|581|0|0|0|0|0|1|0|0|NA|-99|Comoros
1996|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1997|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1998|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1999|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
2000|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
2001|168|363|Ethiopia|530|97|1|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1996|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|1|0|0|0|0|0|-99|Ethiopia
1997|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1998|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1999|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
2000|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
2001|168|363|ARDUF|1372|520|3|3|1|4|530|0|0|0|0|0|1|0|0|0|-99|Ethiopia
1989|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|0|NA|-99|India
1990|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|2|2|1, 7|India
1991|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|2|1, 7|India
1992|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|1|1, 7|India
1993|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|1|1, 7|India
1994|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|2|1|1, 7|India
1995|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|0|1|7|India
1996|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|0|1|1|1, 7|India
1997|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|2|1|1|India
1998|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|1|1, 7|India
1999|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2000|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1, 7|India
2001|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1, 7|India
2002|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2003|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|NA|1, 7|India
2004|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|1|0|1, 7|India
2005|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|1|0|1, 7|India
2006|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2007|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1, 3|India
2008|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|2|0|0|1|India
2009|169|364|India|750|141|1|3|2|3|750|0|0|0|1|0|0|1|1|0|1, 7|India
2010|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2011|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2012|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2013|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|NA|0|-99|India
2014|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
2015|169|364|Government of India|750|141|1|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1989|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|NA|-99|India
1990|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|1|1|India
1991|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|1|1|India
1992|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|1|1|1|India
1993|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|1|1|India
1994|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|1|0|0|1|India
1995|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1996|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1997|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
1998|169|364|Kashmir Insurgents|1168|325|3|3|1|3|750|0|0|0|1|0|0|0|0|0|-99|India
