year|conflictid_old|conflictid_new|actor|actorid|actorid_new|actor_type|type|incomp|region|location|gwnoloc|gwnoloc2|gwnoloc3|gwnoloc4|conflictyear|interm|postc|state_prev|ai_prev|hrw_prev|form
2012|152|347|Government of India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|152|347|Government of India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|-99|0|-99
2014|152|347|Government of India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|0|0|-99
1989|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|-99|-99
1990|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|-99|-99
1991|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1992|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1993|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1995|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1996|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1997|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1998|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1999|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2000|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2001|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2002|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2003|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|-99|-99
2004|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2006|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2008|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2009|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2010|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2011|152|347|PLA|1157|314|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1993|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1995|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1996|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1997|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1998|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
1999|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2000|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2001|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2002|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2003|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|-99|-99
2004|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2005|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2006|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2007|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2008|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|1|0|0|0|0|-99
2009|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2011|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2012|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|0|1|0|-99|0|-99
2014|152|347|UNLF|1148|315|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2008|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2011|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2012|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|0|0|1|0|-99|0|-99
2014|152|347|KCP|1160|317|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2008|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2009|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
2010|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2011|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2012|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
2013|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|0|0|1|0|-99|0|-99
2014|152|347|PREPAK|1161|318|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1989|156|351|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|1|0|1
1990|156|351|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|1|1, 7
1991|156|351|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|1|0|1|1, 7
1992|156|351|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|1|7
1993|156|351|India|750|141|1|3|2|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|156|351|India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|1|0|1
1995|156|351|India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|2|0|1
1996|156|351|India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|0|0|-99
1997|156|351|India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|0|0|-99
1998|156|351|India|750|141|1|3|2|3|India|750|0|0|0|0|0|1|0|0|0|-99
1989|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1990|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1991|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1992|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|1|0|0|0|2|0|1, 2
1993|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1995|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1996|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1997|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1998|156|351|Sikh insurgents|1162|319|3|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1989|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1990|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1991|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1992|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1993|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1994|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1995|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1996|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1997|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1998|156|351|Home Guard|8049|8049|6|3|0|3|India|750|0|0|0|1|0|0|0|0|-99|-99
1989|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1990|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1991|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1992|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1993|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|1|0|0|0|0|0|-99
1994|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1995|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1996|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1997|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1998|156|351|Village Defence Force Punjab|8113|8113|6|3|1|3|India|750|0|0|0|0|0|1|0|0|0|-99
1989|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1990|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1991|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1992|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1993|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1994|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1995|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|1|0|1, 7
1996|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|1|1|1|1
1997|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|1|-99|1
1998|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1999|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|1|0|0|1
2000|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2001|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|1|1|1|1, 7
2002|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|1|0|1|1|0|1
2003|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|1|0|0|1
2004|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|1|0|0|0|0|-99
2005|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2006|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|1|1, 7
2007|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|1|1, 7
2008|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|1|1, 7
2009|157|352|Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|1|1|1, 7
2010|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|1|1|3|1, 7
2011|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|1|2|3|1, 7
2012|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|3|1, 7
2013|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|3|1|1|1, 7
2014|157|352|Government of Sri Lanka (Ceylon)|780|145|1|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|3|2|0|1
1989|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1990|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1991|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1992|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1993|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1994|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1995|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|3|0|0|1
1996|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1997|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|-99|-99
1998|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
1999|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2000|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2001|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2002|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|1|0|0|0|0|-99
2003|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2004|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|1|0|0|0|0|-99
2005|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2006|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2007|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2008|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2009|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|1|0|0|0|0|0|-99
2010|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
2011|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
2012|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
2013|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
2014|157|352|LTTE|1163|320|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1989|157|352|TELO|1164|321|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1990|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1990|157|352|TELO|1164|321|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|-99|-99
1991|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1992|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1993|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1994|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1995|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1996|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1997|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1998|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1999|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2000|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2001|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2002|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2003|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2004|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2005|157|352|Tamil Eelam Liberation Organisation (TELO)|1164|321|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1989|157|352|EPRLF|1165|322|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|0|-99
1990|157|352|EPRLF|1165|322|3|3|1|3|Sri Lanka (Ceylon)|780|0|0|0|0|0|1|0|0|-99|-99
2005|157|352|Karuna Group|1233|389|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2006|157|352|Karuna Group|1233|389|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2007|157|352|Karuna Group|1233|389|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2008|157|352|Karuna Group|1233|389|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2009|157|352|Karuna Group|1233|389|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1992|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1993|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1994|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1995|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1996|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1997|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1998|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1999|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2000|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2001|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2002|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2003|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2004|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2005|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2006|157|352|People's Liberation Organization of Tamil Eelam|1708|844|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1990|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1991|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1992|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1993|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1994|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1995|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1996|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1997|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|-99|-99
1998|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
1999|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2000|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2001|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2002|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2003|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2004|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|0|1|0|0|0|0|-99
2005|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2006|157|352|Eelam People's Democratic Party (EPDP)|8035|8035|6|3|1|3|Sri Lanka|780|0|0|0|1|0|0|0|0|0|-99
2015|158|353|Government of Cameroon|471|83|1|4|2|4|Cameroon|471|0|0|0|1|0|0|0|0|-99|-99
2015|158|353|Government of Chad|483|87|2|4|2|4|Cameroon|471|0|0|0|1|0|0|0|0|-99|-99
2015|158|353|Jama'atu Ahlis Sunna Lidda'awati wal-Jihad|1935|1051|3|4|2|4|Cameroon|471|0|0|0|1|0|0|1|0|-99|1
1989|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1990|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|1|0|7
1991|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1992|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1993|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|1|1|1, 7
1994|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
1995|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|7
1996|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|1|0|1, 7
1997|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|1
1998|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|0|0|7
1999|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|1|2|1, 7
2000|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|1|0|7
2001|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|1|1|1, 7
2002|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|1|1|1|1, 7
2003|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
2004|159|354|Turkey|640|115|1|3|1|2|Turkey|640|0|0|0|1|0|0|0|0|0|-99
